,Unnamed: 0,TimeStamp,GameType,BigBlind,Table,Date,PlayerCount,TotalPot,Dealer,Board,Ante,1on1
79,80,3036585806,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:55:13(ET)
",2,2.0,4,"['8s', 'Js', 'Qh', '4h', '5s']",False,True
80,81,3036585820,HoldemNoLimit,1,POLLY DR,"2009-07-0617:55:13(ET)
",2,4.0,4,,False,True
81,82,3036567172,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:55:18(ET)
",9,1.5,9,,False,False
82,83,3036568866,HoldemNoLimit,1,GRAM DR,"2009-07-0617:55:19(ET)
",8,2.5,9,"['4h', '6d', 'Ah', 'Kd']",False,False
83,84,3036586408,HoldemNoLimit,1,POLLY DR,"2009-07-0617:55:22(ET)
",2,1.5,6,,False,True
84,85,3036586884,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:55:27(ET)
",2,6.0,6,"['2c', 'Jh', '3s', '7d', '6s']",False,True
85,86,3036586802,HoldemNoLimit,1,POLLY DR,"2009-07-0617:55:27(ET)
",2,1.5,4,,False,True
86,87,3036569610,HoldemNoLimit,1,SANFORD ST,"2009-07-0617:55:28(ET)
",9,5.5,3,"['Jh', 'Jc', '2c']",False,False
87,88,3036587204,HoldemNoLimit,1,POLLY DR,"2009-07-0617:55:31(ET)
",2,2.0,6,,False,True
88,89,3036587720,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:55:38(ET)
",2,1.5,4,,False,True
89,90,3036581758,HoldemNoLimit,1,PEARL DR,"2009-07-0617:55:38(ET)
",9,24.14,6,"['4d', '5s', '3c', '6s', '2s']",False,False
90,91,3036587884,HoldemNoLimit,1,POLLY DR,"2009-07-0617:55:41(ET)
",2,4.0,4,,False,True
91,92,3036568584,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:55:43(ET)
",6,34.5,5,"['Ad', '6c', '2s']",False,False
92,93,3036570384,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:55:43(ET)
",6,6.0,1,"['Qs', '9c', '6h']",False,False
93,94,3036588080,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:55:44(ET)
",2,1.5,6,,False,True
94,95,3036588402,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:55:49(ET)
",2,2.0,4,"['3h', '10d', '5d']",False,True
95,96,3036588628,HoldemNoLimit,1,POLLY DR,"2009-07-0617:55:53(ET)
",2,14.0,6,"['5h', '5c', '3d']",False,True
96,97,3036571128,HoldemNoLimit,1,GRAM DR,"2009-07-0617:55:54(ET)
",8,2.5,1,,False,False
97,98,3036569304,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:55:56(ET)
",6,1.5,4,,False,False
98,99,3036569312,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:55:56(ET)
",6,3.0,6,"['4d', '3s', 'Qc']",False,False
99,100,3036569382,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:55:57(ET)
",9,5.0,1,"['3c', '5d', 'Qd']",False,False
100,101,3036571388,HoldemNoLimit,1,SANFORD ST,"2009-07-0617:55:58(ET)
",9,19.5,4,"['2c', '3c', 'Ac', '3d', 'Jh']",False,False
101,102,3036587050,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:55:59(ET)
",6,12.5,4,"['Ac', '3d', 'As']",False,False
102,103,3036589306,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:56:04(ET)
",2,46.0,6,"['4h', '5c', '8s', '10h', '3s']",False,True
103,104,3036583334,HoldemNoLimit,1,MARION AVE,"2009-07-0617:56:05(ET)
",9,4.0,8,"['6s', '9h', '10s', 'Kd', '6d']",False,False
104,105,3036589496,HoldemNoLimit,1,POLLY DR,"2009-07-0617:56:06(ET)
",2,30.0,4,"['7h', 'Qc', '2c', '5d', 'Js']",False,True
105,106,3036569882,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:56:08(ET)
",6,2.5,5,,False,False
106,107,3036572194,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:56:11(ET)
",6,8.0,2,"['Jc', 'Ac', '10']",False,False
107,108,3036570904,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:56:23(ET)
",6,8.5,6,"['Kh', '8s', '8c']",False,False
108,109,3036573168,HoldemNoLimit,1,GRAM DR,"2009-07-0617:56:26(ET)
",8,2.5,2,,False,False
109,110,3036590926,HoldemNoLimit,1,POLLY DR,"2009-07-0617:56:29(ET)
",2,6.0,6,"['7s', '2s', '2h']",False,True
110,111,3036590990,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:56:30(ET)
",2,2.0,4,"['6h', '8d', '10']",False,True
111,112,3036571460,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:56:34(ET)
",6,75.4,6,"['5h', '2h', '9c', '7s', 'Kc']",False,False
112,113,3036591798,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:56:40(ET)
",2,2.0,6,,False,True
113,114,3036591796,HoldemNoLimit,1,POLLY DR,"2009-07-0617:56:40(ET)
",2,4.0,4,"['6d', '6c', 'As', '3s']",False,True
114,115,3036574216,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:56:43(ET)
",6,21.0,3,"['6h', '5c', 'Kh', 'Kd']",False,False
115,116,3036592206,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:56:46(ET)
",2,2.0,4,"['Qc', 'Jc', 'Qh', 'Ad', '9s']",False,True
116,117,3036572242,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:56:48(ET)
",9,24.5,2,"['8h', '6s', 'Qc', '10d', '5s']",False,False
117,118,3036592552,HoldemNoLimit,1,POLLY DR,"2009-07-0617:56:51(ET)
",2,40.0,6,"['2d', '5d', '9s', '8h', 'Qh']",False,True
118,119,3036572688,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:56:56(ET)
",5,7.5,1,"['4d', '3c', 'Jd']",False,False
119,120,3036593002,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:56:57(ET)
",2,1.5,6,,False,True
120,121,3036593040,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0617:56:58(ET)
",9,2.0,5,"['3d', 'Ad', '6d', '7s']",False,False
121,122,3036573100,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:57:04(ET)
",6,1.5,1,,False,False
122,123,3036593350,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:57:04(ET)
",2,38.0,4,"['6c', '7d', 'Kd', 'Kh', '10']",False,True
123,124,3036591742,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:57:05(ET)
",6,2.0,6,"['9h', 'Qs', '10d', '6d']",False,False
124,125,3036576052,HoldemNoLimit,1,SANFORD ST,"2009-07-0617:57:10(ET)
",9,20.0,5,"['3c', '8s', 'Jh', '8h', '3d']",False,False
125,126,3036587458,HoldemNoLimit,1,MARION AVE,"2009-07-0617:57:13(ET)
",9,1.5,9,,False,False
126,127,3036594268,HoldemNoLimit,1,POLLY DR,"2009-07-0617:57:16(ET)
",2,4.0,4,"['2h', '9d', '10c', '9s']",False,True
127,128,3036573976,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:57:19(ET)
",6,1.5,2,,False,False
128,129,3036574206,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:57:23(ET)
",6,3.0,2,,False,False
129,130,3036588266,HoldemNoLimit,1,MARION AVE,"2009-07-0617:57:27(ET)
",9,5.0,1,"['8h', '2d', '10']",False,False
130,131,3036574390,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:57:28(ET)
",5,3.0,1,"['3s', 'Js', '8c']",False,False
131,132,3036595012,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:57:28(ET)
",2,2.0,6,,False,True
132,133,3036595072,HoldemNoLimit,1,POLLY DR,"2009-07-0617:57:29(ET)
",2,1.5,6,,False,True
133,134,3036577486,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:57:33(ET)
",5,9.0,4,"['Qc', '7d', 'Ah', '6h', 'Kc']",False,False
134,135,3036588620,HoldemNoLimit,1,PEARL DR,"2009-07-0617:57:33(ET)
",9,24.94,7,"['7c', 'Jc', 'Ad', '3s', 'Kd']",False,False
135,136,3036595482,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:57:35(ET)
",2,2.0,4,"['7d', '8c', '6h', 'Qd', '6d']",False,True
136,137,3036595468,HoldemNoLimit,1,POLLY DR,"2009-07-0617:57:35(ET)
",2,2.0,4,,False,True
137,138,3036575266,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:57:41(ET)
",6,2.0,3,,False,False
138,139,3036575556,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:57:46(ET)
",6,3.0,3,"['2c', '6c', '9d']",False,False
139,140,3036596278,HoldemNoLimit,1,CHELSEA WAY,"2009-07-0617:57:48(ET)
",2,1.5,6,,False,True
140,141,3036596336,HoldemNoLimit,1,POLLY DR,"2009-07-0617:57:49(ET)
",2,6.0,6,"['2d', '9c', '10d', 'Kh']",False,True
141,142,3036595474,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:57:53(ET)
",5,54.7,1,"['Qs', '7s', '5c', '8s', '8h']",False,False
142,143,3036576432,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:58:02(ET)
",5,2.0,2,,False,False
143,144,3036576502,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:58:03(ET)
",6,2.5,4,,False,False
144,145,3036597350,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0617:58:04(ET)
",9,8.5,6,"['Kh', 'Kd', '9s', '4c']",False,False
145,146,3036579420,HoldemNoLimit,1,SANFORD ST,"2009-07-0617:58:04(ET)
",9,21.0,6,"['9d', 'Kc', '10c', '2h', '8d']",False,False
146,147,3036597622,HoldemNoLimit,1,POLLY DR,"2009-07-0617:58:09(ET)
",2,2.0,4,,False,True
147,148,3036591670,HoldemNoLimit,1,MARION AVE,"2009-07-0617:58:18(ET)
",9,18.0,2,,False,False
148,149,3036577306,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:58:19(ET)
",5,1.5,3,,False,False
149,150,3036580840,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:58:25(ET)
",5,2.5,5,,False,False
150,151,3036598618,HoldemNoLimit,1,POLLY DR,"2009-07-0617:58:25(ET)
",2,1.5,6,,False,True
151,152,3036577832,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:58:28(ET)
",6,19.5,4,"['6d', 'Js', '7d', '6h']",False,False
152,153,3036598174,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:58:32(ET)
",5,3.0,2,"['Js', '7s', '8d', '10d', '4c']",False,False
153,154,3036599094,HoldemNoLimit,1,POLLY DR,"2009-07-0617:58:32(ET)
",2,4.0,4,"['Qc', '7s', '7c', 'Qh', 'Ah']",False,True
154,155,3036578514,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:58:39(ET)
",6,2.5,5,,False,False
155,156,3036581730,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:58:41(ET)
",5,2.0,6,"['2h', '6s', '5c', 'Qd']",False,False
156,157,3036578584,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:58:41(ET)
",9,2.5,3,,False,False
157,158,3036593534,HoldemNoLimit,1,PEARL DR,"2009-07-0617:58:43(ET)
",8,14.5,8,"['Jc', 'Qc', '7c', '3s', 'As']",False,False
158,159,3036578736,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:58:44(ET)
",6,2.5,5,,False,False
159,160,3036600628,HoldemNoLimit,1,POLLY DR,"2009-07-0617:58:55(ET)
",2,1.5,6,,False,True
160,161,3036582814,HoldemNoLimit,1,SANFORD ST,"2009-07-0617:58:59(ET)
",9,24.0,7,"['2h', '10h', '7s', '4s', '6d']",False,False
161,162,3036600898,HoldemNoLimit,1,POLLY DR,"2009-07-0617:59:00(ET)
",2,4.0,4,,False,True
162,163,3036579800,HoldemNoLimit,1,BOEING AVE,"2009-07-0617:59:03(ET)
",6,42.0,6,"['7s', '3h', 'As']",False,False
163,164,3036579754,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:59:03(ET)
",6,3.0,5,"['10c', 'Qh', 'Ks']",False,False
164,165,3036601274,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0617:59:06(ET)
",9,2.0,7,"['5s', '10c', '4s']",False,False
165,166,3036579976,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:59:07(ET)
",5,15.0,6,"['9s', '2d', '10s', 'Jc', '3s']",False,False
166,167,3036595384,HoldemNoLimit,1,MARION AVE,"2009-07-0617:59:09(ET)
",9,2.5,3,,False,False
167,168,3036601448,HoldemNoLimit,1,POLLY DR,"2009-07-0617:59:10(ET)
",2,1.5,6,,False,True
168,169,3036583730,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:59:13(ET)
",5,6.5,1,"['2s', '3h', '2c']",False,False
169,170,3036601818,HoldemNoLimit,1,POLLY DR,"2009-07-0617:59:14(ET)
",2,4.0,4,,False,True
170,171,3036602356,HoldemNoLimit,1,POLLY DR,"2009-07-0617:59:23(ET)
",2,12.0,6,"['2d', '8c', 'Kh']",False,True
171,172,3036580902,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:59:24(ET)
",9,2.5,4,,False,False
172,173,3036596800,HoldemNoLimit,1,MARION AVE,"2009-07-0617:59:30(ET)
",8,2.5,4,,False,False
173,174,3036581334,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:59:31(ET)
",5,2.5,6,"['8h', '7s', 'Qh']",False,False
174,175,3036584934,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:59:32(ET)
",5,2.0,2,,False,False
175,176,3036603226,HoldemNoLimit,1,POLLY DR,"2009-07-0617:59:36(ET)
",2,1.5,4,,False,True
176,177,3036603324,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0617:59:37(ET)
",9,27.0,8,"['8c', '7c', 'Ad', '2s', '9d']",False,False
177,178,3036602918,HoldemNoLimit,1,MEXICO HWY,"2009-07-0617:59:41(ET)
",5,2.5,4,"['Qd', 'Ah', '2s', '7h']",False,False
178,179,3036603532,HoldemNoLimit,1,POLLY DR,"2009-07-0617:59:42(ET)
",2,2.0,6,,False,True
179,180,3036603958,HoldemNoLimit,1,POLLY DR,"2009-07-0617:59:46(ET)
",2,1.5,4,,False,True
180,181,3036598080,HoldemNoLimit,1,PEARL DR,"2009-07-0617:59:47(ET)
",9,4.0,1,"['9s', 'Kd', 'Qd', 'Ad']",False,False
181,182,3036585884,HoldemNoLimit,1,RAKOF AVE,"2009-07-0617:59:48(ET)
",5,19.5,3,"['8d', 'Kh', '9h', 'Ks', 'Qh']",False,False
182,183,3036586030,HoldemNoLimit,1,SANFORD ST,"2009-07-0617:59:50(ET)
",9,80.5,8,"['9h', '6c', 'Jh', 'As', '6s']",False,False
183,184,3036598344,HoldemNoLimit,1,MARION AVE,"2009-07-0617:59:52(ET)
",9,9.0,6,"['9c', 'Kd', '8c', '6h']",False,False
184,185,3036582432,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0617:59:52(ET)
",5,1.5,1,,False,False
185,186,3036604282,HoldemNoLimit,1,POLLY DR,"2009-07-0617:59:52(ET)
",2,14.0,6,"['As', '10h', 'Qh', '4h', '10']",False,True
186,187,3036582742,HoldemNoLimit,1,GERMANY HWY,"2009-07-0617:59:57(ET)
",9,7.0,5,,False,False
187,188,3036582816,HoldemNoLimit,1,KALAMAZOO,"2009-07-0617:59:58(ET)
",5,7.0,1,"['8h', '5s', '7s', '3s', '10']",False,False
188,189,3036605542,HoldemNoLimit,1,POLLY DR,"2009-07-0618:00:05(ET)
",2,48.0,4,"['Qc', '3h', '6c', '3s', '7h']",False,True
189,190,3036583510,HoldemNoLimit,1,CHESAPEAKE,"2009-07-0618:00:12(ET)
",6,5.5,2,"['Kc', '2c', '7h', '7s']",False,False
190,191,3036583580,HoldemNoLimit,1,BOEING AVE,"2009-07-0618:00:13(ET)
",6,2.5,1,,False,False
191,192,3036605866,HoldemNoLimit,1,MEXICO HWY,"2009-07-0618:00:30(ET)
",5,6.5,5,"['2h', '2d', '8h']",False,False
192,193,3036607398,HoldemNoLimit,1,FLAMINGO DR,"2009-07-0618:00:33(ET)
",9,2.5,9,"['Qs', '8s', 'Ah']",False,False
193,194,3036584878,HoldemNoLimit,1,KALAMAZOO,"2009-07-0618:00:35(ET)
",6,3.5,2,"['2s', 'Qd', '7h']",False,False
194,195,3036585086,HoldemNoLimit,1,GERMANY HWY,"2009-07-0618:00:38(ET)
",9,3.0,6,"['Qs', 'Ks', '4c']",False,False
